stop_id,stop_name,stop_lat,stop_lon
0581,LITTLE CREEK & ELTON,36.91539,-76.24923
0582,LITTLE CREEK RD & OLD OCEAN VIEW,36.91565,-76.25124
0583,TIDEWATER & LITTLE CREEK,36.91524,-76.25440
0584,TIDEWATER & BILTMORE,36.90978,-76.25626
0585,TIDEWATER & THOLE,36.90309,-76.25667
0586,TIDEWATER & WIDGEON,36.90094,-76.25640
0587,TIDEWATER & WAUKESHA,36.89476,-76.25720
0588,TIDEWATER & ROLAND,36.89382,-76.25743
0589,TIDEWATER & NORVIEW,36.89106,-76.25854
0590,TIDEWATER & WILLOWWOOD,36.88782,-76.25978
0591,TIDEWATER & CROMWELL,36.88603,-76.26038
0592,TIDEWATER & ALSACE,36.88373,-76.26125
0593,TIDEWATER & CLARK,36.88001,-76.26270
0594,TIDEWATER & LAFAYETTE,36.87713,-76.26381
0595,TIDEWATER & BELLEVUE,36.87611,-76.26420
0596,TIDEWATER & BOURBON,36.87417,-76.26491
0597,TIDEWATER & SHOOP,36.87188,-76.26575
0598,TIDEWATER & HANCOCK,36.87066,-76.26625
0599,TIDEWATER & VISTA,36.86774,-76.26847
0600,TIDEWATER & LINDENWOOD,36.86645,-76.26914
0601,TIDEWATER & GOFF,36.85830,-76.27285
0602,TIDEWATER & PRINCESS ANNE,36.85602,-76.27391
0603,TIDEWATER & ROSWELL,36.85245,-76.27553
0604,TIDEWATER & CHARLOTTE,36.84779,-76.27742
0605,OCEAN VIEW & 8TH VIEW,36.96518,-76.27244
0606,OCEAN VIEW & 7TH VIEW,36.96387,-76.26823
0607,OCEAN VIEW & 6TH VIEW,36.96272,-76.26583
0608,OCEAN VIEW & 4TH VIEW,36.95958,-76.26102
0609,OCEAN VIEW & MASON CREEK,36.95777,-76.25638
0610,OCEAN VIEW & FIRST VIEW,36.95632,-76.25410
0611,BRAMBLETON & POSEY,36.85363,-76.28323
0612,BRAMBLETON & LINCOLN,36.85338,-76.28121
0613,BRAMBLETON & CHURCH,36.85301,-76.28001
0614,BRAMBLETON & TIDEWATER,36.85142,-76.27772
0615,PARK & PRESIDENTIAL,36.84705,-76.26999
0616,PARK & BOND,36.84919,-76.26804
0617,CORPREW & MARATHON,36.85048,-76.26287
0618,CORPREW & PRESIDENTIAL,36.85046,-76.26102
0619,CORPREW & OAKLAWN,36.85044,-76.25922
0620,CORPREW & MAJESTIC,36.85048,-76.25710
0621,CORPREW & WOLFERTON,36.85026,-76.24967
0622,BALLENTINE & MIDDLE TOWNE,36.84799,-76.25156
0623,TIDEWATER & TWILLEY,36.93927,-76.25486
0625,TIDEWATER & BECK,36.93726,-76.25452
0626,SEWELLS POINT & WINTHROP,36.87259,-76.23228
0627,KIMBALL & FORBES,36.84312,-76.26050
0628,KIMBALL & MAJESTIC,36.84278,-76.25790
0629,KIMBALL & NORCHESTER,36.84235,-76.25533
0630,KIMBALL & BALLENTINE,36.84219,-76.25368
0633,CENTER & NEWTOWN,36.84737,-76.18381
0634,SCOTT & VIRGINIA BEACH,36.85360,-76.24208
0635,GATLING & TRICI,36.84996,-76.23994
0636,VIRGINIA BEACH & INGLESIDE,36.85450,-76.23892
0637,VIRGINIA BEACH & KINGWOOD,36.85516,-76.23548
0638,VIRGINIA BEACH & AZALEA GARDEN,36.85574,-76.23244
0639,AZALEA GARDEN & VIRGINIA BEACH,36.85709,-76.23259
0640,AZALEA GARDEN & VILLAGE,36.86240,-76.23433
0641,AZALEA GARDEN & PRINCESS ANNE,36.86645,-76.23498
0642,AZALEA GARDEN & EARLY,36.86891,-76.23343
0643,SEWELLS POINT & LARKIN,36.87363,-76.23245
0644,SEWELLS POINT & BRUCE,36.87496,-76.23266
0645,SEWELLS POINT & LITTLE JOHN,36.87869,-76.23329
0646,SEWELLS POINT & DOLPHIN,36.88070,-76.23363
0647,SEWELLS POINT & NORVIEW,36.88924,-76.23826
0648,SEWELLS POINT & CHESAPEAKE,36.89038,-76.23851
0649,SEWELLS POINT & PARTRIDGE,36.89518,-76.23970
0650,SEWELLS POINT & QUAIL,36.89699,-76.24105
0651,SEWELLS POINT & PHILPOTTS,36.89892,-76.24223
0652,PHILPOTTS & PALEM,36.89903,-76.24360
0653,PHILPOTTS & PARTRIDGE,36.89902,-76.24615
0654,PHILPOTTS & PIERCE,36.89876,-76.24888
0655,PHILPOTTS & GLENOAK,36.89854,-76.25190
0656,WIDGEON & WHITEHORN,36.90187,-76.25455
0657,WIDGEON & PUGH,36.90230,-76.25054
0658,WIDGEON & THAXTON,36.90233,-76.24745
0659,WIDGEON & MINNIE,36.90237,-76.24494
0660,SEWELLS POINT & KITTREL,36.90451,-76.24288
0661,SEWELLS POINT & KANE,36.90665,-76.24386
0662,SEWELLS POINT & AVENUE E,36.90829,-76.24470
0663,SEWELLS POINT & AVENUE H,36.91143,-76.24629
0664,SEWELLS POINT & AVENUE I,36.91326,-76.24776
0665,SEWELLS POINT & AVENUE I,36.91248,-76.24712
0666,SEWELLS POINT & DENISON,36.91009,-76.24575
0667,SEWELLS POINT & AVENUE E,36.90786,-76.24461
0668,SEWELLS POINT & KENNEDY,36.90574,-76.24351
0669,SEWELLS POINT & KITTRELL,36.90449,-76.24300
0670,WIDGEON & MINNIE,36.90247,-76.24472
0671,WIDGEON & THAXTON,36.90242,-76.24722
0672,WIDGEON & PUGH,36.90240,-76.25048
0673,WIDGEON & WHITEHORN,36.90197,-76.25453
0674,SEWELLS POINT & MIDDLETON,36.89800,-76.24195
0675,SEWELLS POINT & QUAIL,36.89710,-76.24127
0676,SEWELLS POINT & GREENWOOD,36.89302,-76.23898
0677,SEWELLS POINT & CHESAPEAKE,36.88910,-76.23832
0678,SEWELLS POINT & HAMPSHIRE,36.88763,-76.23729
0679,SEWELLS POINT & TEXAS,36.88489,-76.23535
0680,SEWELLS POINT & WINDERMERE,36.88394,-76.23472
0681,SEWELLS POINT & KENNEBECK,36.88150,-76.23387
0682,SEWELLS POINT & ATTERBURY,36.87668,-76.23307
0683,SEWELLS POINT & WOOLSEY,36.87529,-76.23284
0684,AZALEA GARDEN & EARLY,36.86911,-76.23343
0685,AZALEA GARDEN & PRINCESS ANNE,36.86606,-76.23529
0686,AZALEA GARDEN & VILLAGE,36.86118,-76.23376
0687,AZALEA GARDEN & VIRGINIA BEACH,36.85644,-76.23256
0688,VIRGINIA BEACH & AZALEA GARDEN 2,36.85576,-76.23377
0689,VIRGINIA BEACH & KINGWOOD,36.85526,-76.23656
0690,VIRGINIA BEACH & INGLESIDE,36.85467,-76.23960
0691,GATLING & WAKEFIELD,36.84984,-76.23803
0692,BALLENTINE & CONNECTOR,36.85185,-76.24790
0693,OCEAN VIEW & 11TH VIEW,36.96721,-76.28120
0694,OCEAN VIEW & 12TH VIEW,36.96726,-76.28436
0695,OCEAN VIEW & 13TH VIEW,36.96723,-76.29019
0696,OCEAN VIEW & 15TH VIEW,36.96721,-76.29353
0698,KIMBALL & NORCHESTER,36.84261,-76.25628
0699,KIMBALL & MAJESTIC,36.84284,-76.25766
0700,KIMBALL & FORBES,36.84321,-76.26067
0702,WIDGEON & SEWELLS POINT,36.90241,-76.24277
0703,CORPREW & BALLENTINE,36.85023,-76.24941
0704,CORPREW & MERRIMAC,36.85065,-76.25312
0705,CORPREW & NORCHESTER,36.85061,-76.25550
0706,CORPREW & MAJESTIC,36.85056,-76.25768
0707,CORPREW & OAKLAWN,36.85054,-76.25891
0709,CORPREW & COVENANT,36.85057,-76.26368
0711,PARK & BOND,36.84922,-76.26816
0712,PARK & OLNEY,36.84793,-76.26937
0713,BRAMBLETON & MARSHALL,36.84710,-76.27138
0714,BRAMBLETON & ROSWELL,36.85137,-76.27747
0715,BRAMBLETON & LINCOLN,36.85351,-76.28131
0716,BRAMBLETON & POSEY,36.85370,-76.28299
0717,SEWELLS POINT & NORVELLA,36.88646,-76.23647
0718,CHAPEL & VIRGINIA BEACH,36.85545,-76.27605
0719,OCEAN VIEW & MASON CREEK,36.95820,-76.25670
0720,COLONIAL & BOISSEVAIN,36.85957,-76.29613
0721,COLONIAL & GRAYDON,36.86282,-76.29458
0722,COLONIAL & PRINCESS ANNE,36.86380,-76.29411
0723,COLONIAL & SHIRLEY,36.86580,-76.29324
0724,COLONIAL & SPOTSWOOD,36.86660,-76.29290
0725,COLONIAL & WASHINGTON,36.86727,-76.29261
0726,COLONIAL & 25TH,36.87214,-76.29049
0727,COLONIAL & 27TH,36.87355,-76.28984
0728,COLONIAL & 29TH,36.87495,-76.28922
0729,COLONIAL & 30TH,36.87564,-76.28891
0730,COLONIAL & 31ST,36.87632,-76.28860
0731,COLONIAL & 35TH,36.87810,-76.28846
0732,NEWPORT & 37TH,36.87946,-76.29048
0733,NEWPORT & GEORGIA,36.88066,-76.29021
0734,NEWPORT & VIRGINIA,36.88215,-76.28970
0735,NEWPORT & PENNSYLVANIA,36.88362,-76.28920
0736,NEWPORT & NEW JERSEY,36.88535,-76.28862
0737,NEWPORT & CONNECTICUT,36.88661,-76.28819
0747,NEWPORT & 35TH,36.87819,-76.29050
0748,35TH & COLONIAL,36.87813,-76.28864
0749,COLONIAL & 31ST,36.87652,-76.28862
0750,COLONIAL & 30TH,36.87544,-76.28912
0751,COLONIAL & 26TH,36.87304,-76.29020
0752,COLONIAL & 25TH,36.87234,-76.29052
0753,COLONIAL & 21ST,36.86864,-76.29214
0754,COLONIAL & SPOTSWOOD,36.86680,-76.29294
0755,COLONIAL & PRINCESS ANNE,36.86370,-76.29428
0756,COLONIAL & BOISSEVAIN,36.85977,-76.29615
0757,COLONIAL & 26TH,36.87284,-76.29017
0758,INDIAN RIVER & OAKWOOD,36.83124,-76.25920
0759,SEWELLS POINT & STRAND,36.89410,-76.23915
0760,WILSON & BERKLEY,36.82542,-76.26832
0761,INDIAN RIVER & FORD,36.83026,-76.25394
0762,INDIAN RIVER & SAINT LAWRENCE,36.82438,-76.23945
0763,INDIAN RIVER & HAZEL,36.82220,-76.23152
0764,INDIAN RIVER & SPARROW,36.82055,-76.22571
0765,INDIAN RIVER & LELAND,36.81786,-76.21662
0766,MILITARY & INDIAN RIVER,36.81536,-76.21578
0767,AUBURN & MILITARY,36.80886,-76.21805
0768,AUBURN & COLLEGE PARK,36.80775,-76.21608
0769,PROVIDENCE & AMHERST,36.81055,-76.20911
0770,SEWELLS POINT & ELMHURST,36.88236,-76.23390
0771,SEWELLS POINT & TEXAS,36.88568,-76.23578
0772,SEWELLS POINT & NORVELLA,36.88707,-76.23677
0773,INDIAN RIVER & CHURCH,36.80220,-76.18464
0774,SEWELLS POINT & STRAND,36.89394,-76.23900
0775,KEMPSRIVER & FORDHAM,36.80128,-76.17797
0776,INDIAN RIVER & KEMPSVILLE,36.79620,-76.17346
0778,INDIAN LAKES & HALIFAX,36.79223,-76.16392
0779,INDIAN RIVER & STOCKTON,36.78754,-76.16274
0780,LYNNHAVEN & THAMESFORD,36.78539,-76.15675
0781,LYNNHAVEN & PLEASANT VALLEY,36.78660,-76.14990
0782,LYNNHAVEN & QUARTER,36.78740,-76.14582
0783,LYNNHAVEN & ROUNDHILL,36.78841,-76.13552
0784,LYNNHAVEN & GREY FRIARS CHASE,36.78902,-76.12791
0785,LYNNHAVEN & PRINCESS ANNE,36.79301,-76.11915
0786,LYNNHAVEN & WOODBRIDGE,36.79495,-76.11726
0787,LYNNHAVEN & RIVERSIDE,36.79553,-76.11146
0788,BUCKNER & RICA,36.78921,-76.10769
0789,TCC,36.78738,-76.10132
0790,MICHAEL LA BOUVE & FACULTY,36.78564,-76.09689
0791,FACULTY & MICHAEL LA BOUVE,36.78498,-76.09627
0792,BUCKNER & RICA,36.78952,-76.10772
0793,LYNNHAVEN & LONGWOOD,36.79611,-76.11540
0794,LYNNHAVEN & DAHLIA,36.79521,-76.11727
0795,LYNNHAVEN & PRINCESS ANNE,36.79347,-76.11903
0796,LYNNHAVEN & PISSARRO,36.78916,-76.12871
0797,LYNNHAVEN & ROUNDHILL,36.78859,-76.13524
0798,LYNNHAVEN & QUARTER,36.78754,-76.14608
0799,LYNNHAVEN & PLEASANT VALLEY,36.78648,-76.15163
0800,LYNNHAVEN & BRIDLE CREEK,36.78552,-76.15745
0801,INDIAN RIVER & WESTHAVEN,36.78805,-76.16289
0802,INDIAN LAKES & HALIFAX,36.79239,-76.16371
0803,KEMPSRIVER & FORDHAM,36.80151,-76.17802
0804,INDIAN RIVER & THOMPKINS,36.80115,-76.18207
0805,INDIAN RIVER & FENTON,36.80202,-76.18385
0806,INDIAN RIVER & GENERAL,36.80299,-76.18590
0807,INDIAN RIVER & STRICKLAND,36.80547,-76.19124
0808,INDIAN RIVER & REON,36.81024,-76.20096
0809,PROVIDENCE & AMHERST,36.81064,-76.20945
0810,AUBURN & MILITARY,36.80865,-76.21756
0811,MILITARY & AUBURN,36.81021,-76.21842
0812,MILITARY & INDIAN RIVER,36.81508,-76.21552
0813,INDIAN RIVER & LELAND,36.81823,-76.21696
0814,INDIAN RIVER & JUSTIS,36.82060,-76.22521
0815,INDIAN RIVER & HAZEL,36.82236,-76.23128
0816,INDIAN RIVER & SAINT LAWRENCE,36.82477,-76.23983
0817,INDIAN RIVER & KEMP,36.82653,-76.24410
0818,WILSON & CYPRESS,36.82833,-76.26641
0819,WILSON & MANSON,36.82628,-76.26785
0820,INDIAN RIVER P&R LOT,36.81054,-76.19934
0821,PHILPOTTS & GLENOAK,36.89840,-76.25208
0822,PHILPOTTS & DEVONSHIRE,36.89892,-76.24778
0823,MIDDLE GROUND & ROCK LANDING,37.09493,-76.46852
0825,BRAMBLETON & PARK,36.84668,-76.27088
0826,CAMPOSTELLA & INDIAN RIVER,36.83055,-76.26167
0827,MELON & CAMPOSTELLA,36.82795,-76.26248
0828,MELON & CYPRESS,36.82653,-76.26373
0829,MELON & BERKLEY,36.82444,-76.26523
0831,STALHAM & FIRESIDE,36.81191,-76.24943
0832,CAMPOSTELLA & VICKER,36.80797,-76.25607
0833,WINGFIELD & BERKLEY,36.81763,-76.25190
0834,BORDER & BERKLEY,36.81557,-76.24907
0835,BATTLEFIELD & ESSEX (mdblk),36.75995,-76.25024
0836,BATTLEFIELD & GIBSON,36.75603,-76.24857
0838,BATTLEFIELD & GREAT BRIDGE,36.73468,-76.24071
0839,BATTLEFIELD & NORTHFIELD,36.73071,-76.24060
0840,BATTLEFIELD & TILDEN,36.72547,-76.24136
0841,BATTLEFIELD & LOCKS,36.72181,-76.24041
0842,BATTLEFIELD & ALBEMARLE,36.71795,-76.23957
0843,SHEA & CONQUEST (City Hall),36.71561,-76.24885
0844,CEDAR & LAS GAVIOTAS,36.71955,-76.28720
0845,CEDAR & CAHOON (TCC),36.72491,-76.29538
0846,BATTLEFIELD & CEDAR,36.71703,-76.23917
0849,BATTLEFIELD & WELCH,36.73000,-76.24075
0850,BATTLEFIELD & GAINSBOROUGH,36.74108,-76.24280
0851,BATTLEFIELD & MEDICAL,36.74543,-76.24440
0852,BATTLEFIELD & OAK GROVE,36.75490,-76.24783
0853,BATTLEFIELD & LENORE,36.75823,-76.24935
0854,BATTLEFIELD & THRASHER,36.76269,-76.25094
0855,STALHAM & FIRESIDE,36.81163,-76.24963
0856,STALHAM & SHADY,36.81368,-76.24910
0857,BORDER & BETHEL,36.81576,-76.25879
0859,BERKLEY & CAMPOSTELLA,36.82261,-76.26107
0860,CAMPOSTELLA & BERKLEY,36.82357,-76.26049
0861,CAMPOSTELLA & MELON,36.82827,-76.26097
0862,CAMPOSTELLA & CANTON,36.83229,-76.26176
0863,CAMPOSTELLA & ARLINGTON,36.83542,-76.26303
0866,INDEPENDENCE & LAKESIDE,36.89230,-76.14000
0867,PLEASURE HOUSE & THOROUGHGOOD SQ,36.89687,-76.13888
0868,SHORE & LOUGH,36.90598,-76.17605
0869,SHORE & PLEASANT,36.92836,-76.19106
0870,LITTLE CREEK & SHIRLAND,36.91587,-76.30455
0872,LITTLE CREEK & ENFIELD,36.91605,-76.29775
0873,LITTLE CREEK & TAPLEY,36.91606,-76.29619
0874,LITTLE CREEK & DIVEN,36.91610,-76.29357
0876,LITTLE CREEK & ARMFIELD,36.91616,-76.29057
0877,LITTLE CREEK & RUTHVEN,36.91605,-76.28526
0878,LITTLE CREEK & SHERYL,36.91562,-76.28102
0879,LITTLE CREEK & NEWPORT,36.91545,-76.27937
0880,LITTLE CREEK & CEDAR LEVEL,36.91518,-76.27676
0881,LITTLE CREEK & COLONIAL,36.91504,-76.27524
0882,TAUSSIG & GRANBY,36.91777,-76.27086
0883,TAUSSIG & LITTLE CREEK,36.91756,-76.27003
0884,LITTLE CREEK & SAN ANTONIO,36.91790,-76.26445
0885,LITTLE CREEK & GALVESTON,36.91807,-76.26196
0886,LITTLE CREEK & DALLAS,36.91744,-76.25881
0888,JOHNSTONS & AUBURN,36.90782,-76.23914
0889,JOHNSTONS & GATE,36.90786,-76.23698
0890,JOHNSTONS & MILITARY,36.90853,-76.23502
0891,MILITARY & JOHNSTONS,36.90645,-76.23213
0892,MILITARY & SPRINGMEADOW,36.90451,-76.23071
0893,MILITARY & LONGDALE,36.90149,-76.22851
0894,MILITARY & PICADILLY,36.89991,-76.22735
0895,MILITARY & MEADOW LAKE,36.89811,-76.22601
0896,MILITARY & MCGEE,36.89610,-76.22457
0897,MILITARY & NORVIEW,36.89422,-76.22318
0898,MILITARY & NORVELLA,36.89283,-76.22217
0899,MILITARY & AZALEA GARDEN,36.89026,-76.22031
0900,AZALEA GARDEN & IOWA,36.88795,-76.22128
0901,AZALEA GARDEN & WINDERMERE,36.88555,-76.22279
0902,AZALEA GARDEN & KENNEBECK,36.88383,-76.22392
0903,AZALEA GARDEN & BEAMON,36.88126,-76.22555
0904,AZALEA GARDEN & ROBIN HOOD,36.87919,-76.22691
0905,ROBIN HOOD & AZALEA,36.87910,-76.22575
0906,ROBIN HOOD & ELTHAM,36.87977,-76.22257
0907,ROBIN HOOD & AYLIFF,36.88002,-76.22137
0908,ROBIN HOOD & ELLSMERE,36.88065,-76.21884
0909,ROBIN HOOD & ALMEDA,36.88137,-76.21707
0910,MILITARY & ROBIN HOOD,36.87893,-76.21212
0911,MILITARY & ELIZABETH,36.87632,-76.21079
0912,MILITARY & PRINCESS ANNE,36.87244,-76.21098
0913,MILITARY & LOWERY,36.86308,-76.21057
0914,JANAF & CIRCUIT CITY,36.85988,-76.20713
0916,MILITARY CIRCLE MALL,36.85226,-76.20328
0917,POPLAR HALL & HONAKER,36.84994,-76.20144
0918,POPLAR HALL & MILITARY,36.84891,-76.20828
0919,MILITARY & CORPORATE,36.83609,-76.21067
0920,MILITARY & BROCKMAN,36.82845,-76.21070
0921,MILITARY & BULLIS,36.82270,-76.21147
0922,MILITARY & PROVIDENCE,36.80965,-76.21913
0923,MILITARY & SPARROW,36.80658,-76.22231
0924,MILITARY & PARAMONT,36.80223,-76.22824
0925,MILITARY & SMITH,36.79981,-76.23153
0927,GRANBY & LORENGO,36.94432,-76.25975
0928,GRANBY & 39TH,36.88209,-76.28203
0930,MILITARY & OLD GREENBRIER,36.79786,-76.23372
0931,MILITARY & SMITH,36.80022,-76.23052
0932,MILITARY & PARAMONT,36.80247,-76.22749
0933,MILITARY & LOCKARD,36.80582,-76.22292
0934,MILITARY & BULLIS,36.82373,-76.21060
0935,MILITARY & BROCKMAN,36.82864,-76.21032
0938,JANAF & CIRCUIT CITY,36.85997,-76.20708
0939,MILITARY & LAKE HERBERT,36.86621,-76.21071
0940,MILITARY & LEWIS,36.87145,-76.21093
0941,MILITARY & CORNICK,36.87257,-76.21084
0942,MILITARY & ELIZABETH,36.87650,-76.21064
0943,MILITARY & ROBIN HOOD,36.88150,-76.21371
0944,ROBIN HOOD & ALMEDA,36.88118,-76.21778
0945,ROBIN HOOD & AYLIFF,36.88015,-76.22118
0946,ROBIN HOOD & AZALEA GARDEN,36.87913,-76.22624
0947,AZALEA GARDEN & BEAMON,36.88215,-76.22485
0948,AZALEA GARDEN & KENNEBECK,36.88363,-76.22392
0949,MILITARY & AZALEA GARDEN,36.89090,-76.22064
0950,MILITARY & NORVELLA,36.89321,-76.22230
0951,MILITARY & NORVIEW,36.89559,-76.22405
0952,MILITARY & IRWIN,36.89707,-76.22513
0953,MILITARY & MEADOW LAKE,36.89847,-76.22615
0954,MILITARY & LONGDALE,36.90110,-76.22809
0955,MILITARY & SPRINGMEADOW,36.90440,-76.23050
0956,MILITARY & JOHNSTONS,36.90899,-76.23392
0957,JOHNSTONS & MILITARY,36.90882,-76.23462
0958,JOHNSTONS & OAKMONT,36.90811,-76.23638
0959,JOHNSTONS & ROSEMONT,36.90789,-76.23833
0960,SEWELLS POINT & DENVER,36.87161,-76.23223
0961,INDIAN RIVER & CAMPOS,36.83049,-76.26036
0962,LITTLE CREEK & SIMONS,36.91758,-76.25855
0963,LITTLE CREEK & GALVESTON,36.91818,-76.26171
0964,LITTLE CREEK & GLEN,36.91774,-76.26535
0965,TAUSSIG & LITTLE CREEK,36.91759,-76.26977
0966,LITTLE CREEK & VICTORY,36.91513,-76.27521
0967,LITTLE CREEK & NEWPORT,36.91559,-76.27978
0968,LITTLE CREEK & RESTMERE,36.91582,-76.28201
0969,LITTLE CREEK & RUTHVEN,36.91620,-76.28573
0970,LITTLE CREEK & GRANTHAM,36.91630,-76.28769
0971,LITTLE CREEK & MOUNT PLEASANT,36.91622,-76.29218
0972,LITTLE CREEK & DIVEN,36.91618,-76.29486
0973,LITTLE CREEK & TAPLEY 1,36.91616,-76.29630
0974,LITTLE CREEK & TAPLEY 2,36.91615,-76.29752
0975,LITTLE CREEK & DUNFIELD,36.91595,-76.30073
0976,LITTLE CREEK & CORTLANDT,36.91586,-76.30233
0978,LITTLE CREEK & HAMPTON,36.91613,-76.30711
0979,WILSON & WADE,36.82455,-76.26889
0980,TIDEWATER & BAYVIEW,36.93362,-76.25373
0981,TIDEWATER & BECK,36.93709,-76.25426
0982,TIDEWATER & CHESTER,36.93911,-76.25460
0983,TIDEWATER & LEICESTER,36.94220,-76.25625
0988,BALLENTINE & PETERSON,36.87145,-76.25259
0989,BALLENTINE & DAVIS,36.86968,-76.25216
0990,BALLENTINE & TAIT,36.86783,-76.25169
0991,BALLENTINE & MCLEMORE,36.86598,-76.25121
0992,BALLENTINE & TARRANT,36.86273,-76.25041
0993,PRINCESS ANNE & RAILROAD,36.86099,-76.24821
0994,PRINCESS ANNE & INGLESIDE 1,36.86288,-76.24443
0995,PRINCESS ANNE & INGLESIDE 2,36.86315,-76.24387
0997,BALLENTINE & HOLLISTER,36.85546,-76.24874
0998,BALLENTINE & DOGAN,36.85745,-76.24901
0999,TIDEWATER & BRIGHTLEY,36.89362,-76.25735
1000,BALLENTINE & TARRANT,36.86257,-76.25025
1001,BALLENTINE & TAIT,36.86767,-76.25152
1002,BALLENTINE & DAVIS,36.86953,-76.25200
1003,BALLENTINE & PETERSON,36.87129,-76.25243
1004,BALLENTINE & HANBURY,36.87320,-76.25289
1007,OCEAN VIEW & 5TH VIEW,36.96111,-76.26295
1008,OCEAN VIEW & 6TH VIEW,36.96293,-76.26577
1009,OCEAN VIEW & 7TH VIEW,36.96402,-76.26801
1010,OCEAN VIEW & 9TH VIEW,36.96661,-76.27631
1011,OCEAN VIEW & 10TH VIEW,36.96695,-76.27787
1014,OCEAN VIEW & 15TH VIEW,36.96702,-76.29402
1015,OCEAN VIEW & RALLSTON,36.96702,-76.29139
1017,OCEAN VIEW & 11TH VIEW,36.96701,-76.28145
1018,OCEAN VIEW & 10TH VIEW,36.96677,-76.27816
1019,OCEAN VIEW & 9TH VIEW,36.96608,-76.27532
1022,VIRGINIA BEACH & SAINT PAUL,36.85736,-76.28206
1023,VIRGINIA BEACH & CHAPEL,36.85506,-76.27648
1025,VIRGINIA BEACH & MARSHALL,36.85224,-76.26762
1026,VIRGINIA BEACH & COVENANT,36.85188,-76.26395
1027,VIRGINIA BEACH & MAPOLE,36.85197,-76.26100
1028,VIRGINIA BEACH & OAKLAWN,36.85203,-76.25919
1029,VIRGINIA BEACH & MAJESTIC,36.85210,-76.25762
1030,VIRGINIA BEACH & NORCHESTER,36.85220,-76.25533
1031,VIRGINIA BEACH & MERRIMAC,36.85224,-76.25363
1032,VIRGINIA BEACH & GODFREY,36.85248,-76.25057
1033,VIRGINIA BEACH & BALLENTINE,36.85285,-76.24856
1034,VIRGINIA BEACH & FAIR MEADOWS,36.85331,-76.17567
1035,VIRGINIA BEACH & ANNA,36.85607,-76.23074
1036,VIRGINIA BEACH & JETT,36.85618,-76.22479
1037,VIRGINIA BEACH & PECAN POINT,36.85603,-76.22040
1038,VIRGINIA BEACH & ROUND BAY,36.85590,-76.21722
1039,VIRGINIA BEACH & BRIAR HILL,36.85580,-76.21451
1040,GLENROCK & VIRGINIA BEACH,36.85510,-76.20330
1041,VIRGINIA BEACH & GLENROCK,36.85523,-76.19999
1042,VIRGINIA BEACH & KEMPSVILLE,36.85503,-76.19437
1047,VIRGINIA BEACH & NEWTOWN,36.85391,-76.17711
1048,VIRGINIA BEACH & DAVIS,36.85186,-76.17206
1049,VIRGINIA BEACH & TOY,36.85031,-76.16829
1050,VIRGINIA BEACH & CLEARFIELD,36.84879,-76.16457
1051,VIRGINIA BEACH & NELMS,36.84806,-76.16275
1052,VIRGINIA BEACH & NORTHRIDGE,36.84746,-76.16125
1053,VIRGINIA BEACH & WITCHDUCK,36.84562,-76.15672
1054,VIRGINIA BEACH & PENNSYLVANIA,36.84496,-76.15512
1055,VIRGINIA BEACH & OPAL,36.84361,-76.15013
1056,VIRGINIA BEACH & ARAGONA,36.84355,-76.14603
1057,VIRGINIA BEACH & HORACE,36.84351,-76.14340
1058,VIRGINIA BEACH & FIRST,36.84348,-76.14108
1059,VIRGINIA BEACH & BEASLEY,36.84330,-76.12837
1061,VIRGINIA BEACH & THALIA,36.84321,-76.12141
1062,VIRGINIA BEACH & ASH,36.84316,-76.11916
1063,VIRGINIA BEACH & THALIA STATION,36.84226,-76.11587
1064,VIRGINIA BEACH & KENTUCKY,36.84069,-76.11145
1065,VIRGINIA BEACH & LYNN SHORES,36.83985,-76.10824
1066,VIRGINIA BEACH & CAREN,36.83979,-76.10584
1067,VIRGINIA BEACH & STRIP MALL,36.83976,-76.10359
1068,VIRGINIA BEACH & ROSEMONT,36.84048,-76.09655
1069,VIRGINIA BEACH & MALIBU,36.84068,-76.09512
1070,VIRGINIA BEACH & PLAZA TRAIL,36.84126,-76.09115
1071,VIRGINIA BEACH & KING RICHARD,36.84164,-76.08856
1072,VIRGINIA BEACH & GROVELAND,36.84213,-76.08522
1073,VIRGINIA BEACH & KINGS GRANT,36.84343,-76.07623
1074,VIRGINIA BEACH & LYNNHAVEN,36.84401,-76.07182
1075,VIRGINIA BEACH & YORKTOWN,36.84384,-76.06983
1076,VIRGINIA BEACH & FOUNDRY,36.84283,-76.06689
1077,VIRGINIA BEACH & EUREKA,36.84088,-76.06159
1078,VIRGINIA BEACH & LYNNRIVER,36.84079,-76.05911
1079,VIRGINIA BEACH & PARKER,36.84132,-76.05542
1080,VIRGINIA BEACH & BYRD,36.84172,-76.05255
1082,LASKIN & REGENCY,36.84822,-76.03322
1083,LASKIN & VILLAGE,36.84928,-76.02866
1084,LASKIN & REPUBLIC,36.84956,-76.02724
1085,FIRST COLONIAL & LASKIN,36.84992,-76.02211
1086,FIRST COLONIAL & DONNA,36.84818,-76.02170
1087,VIRGINIA BEACH & OCEANA,36.84271,-76.01220
1088,VIRGINIA BEACH & BIRCH LAKE,36.84188,-75.99383
1089,VIRGINIA BEACH & SEABRIDGE,36.84225,-75.99163
1090,VIRGINIA BEACH & 2ND,36.84273,-75.98897
1091,VIRGINIA BEACH & PARKS,36.84341,-75.98497
1092,VIRGINIA BEACH & CYPRESS,36.84373,-75.98315
