route_id,service_id,trip_id,direction_id,block_id
800,SA,33934,0,800S-  3
800,SA,33935,0,800S-  4
800,SA,33942,0,800S-  3
800,SU,34300,0,800U-  1
800,SU,34301,0,800U-  3
800,SU,34302,0,800U-  5
800,SU,34303,0,800U-  2
800,SU,34304,0,800U-  4
800,SU,34305,0,800U-  1
800,SU,34306,0,800U-  3
800,SU,34307,0,800U-  5
800,SU,34308,0,800U-  2
800,SU,34309,0,800U-  4
800,SU,34310,0,800U-  1
800,SU,34311,0,800U-  3
800,SU,34312,0,800U-  5
800,SU,34313,0,800U-  2
800,SU,34314,0,800U-  4
800,SU,34315,0,800U-  1
800,SU,34316,0,800U-  3
800,SU,34317,0,800U-  5
800,SU,34318,0,800U-  2
800,SU,34319,0,800U-  4
800,SU,34320,0,800U-  1
800,SU,34321,0,800U-  3
800,SU,34322,0,800U-  5
800,SU,34323,0,800U-  2
800,SU,34324,0,800U-  4
800,SU,34325,0,800U-  1
800,SU,34326,0,800U-  3
800,SU,34327,0,800U-  5
800,SU,34328,0,800U-  2
800,SU,34329,0,800U-  4
800,SU,34330,0,800U-  1
800,SU,34331,0,800U-  3
800,SU,34332,0,800U-  5
800,SU,34333,0,800U-  2
800,SU,34334,0,800U-  4
800,SU,34335,0,800U-  1
800,SU,34336,0,800U-  3
800,SU,34337,0,800U-  5
800,SU,34338,0,800U-  2
800,SU,34339,0,800U-  4
800,SU,34340,0,800U-  1
800,SU,34341,0,800U-  3
800,SU,34342,0,800U-  5
800,SU,34343,1,800U-  2
800,SU,34344,1,800U-  4
800,SU,34345,1,800U-  1
800,SU,34346,1,800U-  3
800,SU,34347,1,800U-  5
800,SU,34348,1,800U-  2
800,SU,34349,1,800U-  4
800,SU,34350,1,800U-  1
800,SU,34351,1,800U-  3
800,SU,34352,1,800U-  5
800,SU,34353,1,800U-  2
800,SU,34354,1,800U-  4
800,SU,34355,1,800U-  1
800,SU,34356,1,800U-  3
800,SU,34357,1,800U-  5
800,SU,34358,1,800U-  2
800,SU,34359,1,800U-  4
800,SU,34360,1,800U-  1
800,SU,34361,1,800U-  3
800,SU,34362,1,800U-  5
800,SU,34363,1,800U-  2
800,SU,34364,1,800U-  4
800,SU,34365,1,800U-  1
800,SU,34366,1,800U-  3
800,SU,34367,1,800U-  5
800,SU,34368,1,800U-  2
800,SU,34369,1,800U-  4
800,SU,34370,1,800U-  1
800,SU,34371,1,800U-  3
800,SU,34372,1,800U-  5
800,SU,34373,1,800U-  2
800,SU,34374,1,800U-  4
800,SU,34375,1,800U-  1
800,SU,34376,1,800U-  3
800,SU,34377,1,800U-  5
800,SU,34378,1,800U-  2
800,SU,34379,1,800U-  4
800,SU,34380,1,800U-  1
800,SU,34381,1,800U-  3
800,SU,34382,1,800U-  5
800,SU,34383,1,800U-  2
800,SU,34384,1,800U-  4
800,SU,34385,1,800U-  1
800,SU,34390,1,800U-  3
800,SU,34391,0,800U-  2
800,SU,34392,1,800U-  5
800,SU,34393,0,800U-  4
800,SU,34408,0,800U-  2
800,SU,34409,1,800U-  1
960,MR,53000,1,960 -  1
960,MR,53001,1,960 -  2
960,MR,53002,1,960 -  1
960,MR,53003,1,960 -  2
960,MR,53004,1,960 -  1
960,MR,53005,1,960 -  2
960,MR,53006,1,960 -  1
960,MR,53007,1,960 -  2
960,MR,53008,1,960 -  1
960,MR,53009,1,960 -  2
960,MR,53010,1,960 -  1
960,MR,53011,1,960 -  2
960,MR,53012,1,960 -  1
960,MR,53013,1,960 -  2
960,MR,53014,1,960 -  1
020,MR,53016,1,020 -  2
020,MR,53017,1,020 -  5
020,MR,53018,1,020 -  9
020,MR,53019,1,020 -  1
020,MR,53020,1,020 -  4
020,MR,53021,1,020 -  8
020,MR,53022,1,020 - 12
020,MR,53023,1,020 - 13
020,MR,53024,1,020 -  2
020,MR,53025,1,020 -  5
020,MR,53026,1,020 -  9
020,MR,53027,1,020 -  1
020,MR,53028,1,020 -  4
020,MR,53029,1,020 -  8
020,MR,53030,1,020 - 12
020,MR,53031,1,020 - 13
020,MR,53032,1,020 -  2
020,MR,53033,1,020 -  5
020,MR,53034,1,020 -  9
020,MR,53035,1,020 -  1
020,MR,53036,1,020 -  4
020,MR,53037,1,020 -  8
020,MR,53038,1,020 - 12
020,MR,53039,1,020 - 13
020,MR,53040,1,020 -  2
020,MR,53041,1,020 -  5
012,MR,53045,0,012 -  1
058,MR,53046,0,058 -  1
012,MR,53047,0,012 -  2
058,MR,53048,0,058 -  1
012,MR,53049,0,012 -  1
058,MR,53050,0,058 -  1
012,MR,53051,0,012 -  2
058,MR,53052,0,058 -  1
012,MR,53053,0,012 -  1
058,MR,53054,0,058 -  1
012,MR,53055,0,012 -  2
058,MR,53056,0,058 -  1
012,MR,53057,0,012 -  1
058,MR,53058,0,058 -  1
012,MR,53059,0,012 -  2
058,MR,53060,0,058 -  1
012,MR,53061,0,012 -  1
058,MR,53062,0,058 -  1
012,MR,53063,0,012 -  2
058,MR,53064,0,058 -  1
012,MR,53065,0,012 -  1
058,MR,53066,0,058 -  1
012,MR,53067,0,012 -  2
058,MR,53068,0,058 -  1
012,MR,53069,0,012 -  1
058,MR,53070,0,058 -  1
058,MR,53072,0,058 -  1
013,MR,53077,1,013 -  1
013,MR,53078,1,013 -  2
013,MR,53079,1,013 -  3
013,MR,53080,1,013 -  3
013,MR,53081,1,013 -  3
013,MR,53082,1,013 -  4
013,MR,53083,1,013 -  4
013,MR,53084,1,013 -  4
013,MR,53085,1,013 -  4
013,MR,53086,1,013 -  2
013,MR,53087,1,013 -  2
013,MR,53088,1,013 -  2
006,MR,53093,1,006 -  2
006,MR,53094,1,006 -  3
006,MR,53095,1,006 -  3
006,MR,53096,1,006 -  1
006,MR,53097,1,006 -  6
006,MR,53098,1,006 -  4
006,MR,53099,1,006 -  3
006,MR,53100,1,006 -  4
006,MR,53101,1,006 -  4
006,MR,53102,1,006 -  4
006,MR,53103,1,006 -  4
004,MR,53104,1,004 -  1
016,MR,53105,1,016 -  1
016,MR,53106,1,016 -  2
016,MR,53107,1,016 -  1
004,MR,53108,1,004 -  2
016,MR,53109,1,016 -  2
016,MR,53110,1,016 -  1
004,MR,53111,1,004 -  1
016,MR,53112,1,016 -  2
016,MR,53113,1,016 -  1
004,MR,53114,1,004 -  2
016,MR,53115,1,016 -  2
016,MR,53116,1,016 -  1
004,MR,53117,1,004 -  1
016,MR,53118,1,016 -  2
016,MR,53119,1,016 -  1
004,MR,53120,1,004 -  2
016,MR,53121,1,016 -  2
016,MR,53122,1,016 -  1
004,MR,53123,1,004 -  1
016,MR,53124,1,016 -  2
016,MR,53125,1,016 -  1
004,MR,53126,1,004 -  2
016,MR,53127,1,016 -  2
004,MR,53128,1,004 -  1
016,MR,53129,1,016 -  1
016,MR,53130,1,016 -  2
004,MR,53131,1,004 -  2
016,MR,53132,1,016 -  1
016,MR,53133,1,016 -  2
016,MR,53134,1,016 -  1
004,MR,53135,1,004 -  1
016,MR,53136,1,016 -  2
016,MR,53137,1,016 -  1
004,MR,53138,1,004 -  2
016,MR,53139,1,016 -  2
016,MR,53140,1,016 -  1
004,MR,53141,1,004 -  1
016,MR,53142,1,016 -  2
016,MR,53144,1,016 -  1
016,MR,53146,1,016 -  1
016,MR,53147,1,016 -  1
016,MR,53148,1,016 -  1
001,MR,53150,1,001 -  1
001,MR,53151,1,001 -  2
008,MR,53152,1,008 -  2
001,MR,53153,1,001 -  5
008,MR,53154,1,008 -  4
001,MR,53155,1,001 -  3
008,MR,53156,1,008 -  3
008,MR,53157,1,008 -  1
001,MR,53158,1,001 -  1
008,MR,53159,1,008 -  2
008,MR,53160,1,008 -  5
001,MR,53161,1,001 -  8
008,MR,53162,1,008 -  4
008,MR,53163,1,008 -  3
008,MR,53166,1,008 -  1
008,MR,53167,1,008 -  5
008,MR,53168,1,008 -  4
008,MR,53169,1,008 -  3
008,MR,53170,1,008 -  1
008,MR,53171,1,008 -  6
008,MR,53172,1,008 -  5
008,MR,53173,1,008 -  4
008,MR,53175,1,008 -  3
008,MR,53176,1,008 -  6
008,MR,53177,1,008 -  5
008,MR,53178,1,008 -  4
008,MR,53179,1,008 -  3
001,MR,53180,1,001 -  8
008,MR,53181,1,008 -  7
008,MR,53182,1,008 -  6
001,MR,53183,1,036 -  1
008,MR,53184,1,008 -  5
008,MR,53185,1,008 -  4
001,MR,53186,1,001 -  6
008,MR,53187,1,008 -  3
008,MR,53189,1,008 -  7
008,MR,53190,1,008 -  6
001,MR,53191,1,001 -  6
008,MR,53193,1,008 -  4
001,MR,53194,1,001 - 13
008,MR,53195,1,008 -  7
001,MR,53196,1,001 -  6
008,MR,53197,1,008 -  4
001,MR,53198,1,001 - 13
001,MR,53199,1,001 -  6
020,MR,53202,1,919 -  9
020,MR,53203,1,020 -  4
020,MR,53206,1,020 - 12
020,MR,53207,1,020 -  2
020,MR,53208,1,919 -  9
020,MR,53209,1,020 -  4
018,MR,53211,1,018 -  2
018,MR,53212,1,009 -  1
018,MR,53213,1,018 -  1
018,MR,53214,1,018 -  2
018,MR,53215,1,009 -  1
018,MR,53216,1,018 -  1
018,MR,53217,1,018 -  2
018,MR,53218,1,009 -  1
018,MR,53219,1,018 -  1
018,MR,53220,1,018 -  2
018,MR,53221,1,002 -  3
018,MR,53222,1,018 -  4
018,MR,53223,1,015 - 14
018,MR,53224,1,002 -  3
018,MR,53225,1,018 -  4
018,MR,53226,1,018 -  4
018,MR,53227,1,018 -  4
962,MR,53228,0,962 -  2
041,MR,53229,0,041 -  2
047,MR,53230,0,047 -  2
962,MR,53231,0,962 -  1
047,MR,53232,0,047 -  1
050,MR,53233,0,050 -  1
